product_id,product_title,merchant_id,category_label,product_code,number_of_views,merchant_rating,listing_date
30200,Valve Steam Deck,827,Gaming Consoles,PRD030200,18965,4.7,2024-11-04
35297,Bose SoundLink 4 Speaker,785,Speakers,PRD035297,4416,3.3,2025-12-09
23289,Nikon COOLPIX P15,726,Cameras,PRD023289,44033,4.3,2024-08-13
4251,Google Pixel 5,448,Mobile Phones,PRD004251,23327,3.1,2024-10-17
15281,Amazon Fire HD 11 Tablet,301,Tablets,PRD015281,16897,4.2,2024-01-29
36924,Belkin USB-C Hub 5,985,Computer Accessories,PRD036924,38460,4.5,2024-10-31
8673,Lenovo ThinkPad 15 Intel i7,251,Laptops,PRD008673,29412,4.0,2025-01-12
13057,Beats Studio 6,750,Headphones,PRD013057,48302,4.2,2025-01-17
19371,Apple Watch Series 14 GPS,735,Smartwatches,PRD019371,19320,4.3,2024-05-01
16964,Microsoft Surface Go 12,223,Tablets,PRD016964,6112,4.0,2025-05-12
38518,SanDisk Ultra 1GB USB,723,Computer Accessories,PRD038518,36417,4.7,2025-09-25
29591,Philips 1 Inch Ambilight TV,426,TVs,PRD029591,11229,4.3,2024-07-18
9758,Razer Blade 5 Gaming,969,Laptops,PRD009758,10147,4.3,2024-11-08
31534,Xbox One 13 Edition,152,Gaming Consoles,PRD031534,31081,4.1,2025-04-21
35954,Harman Kardon Onyx 12,222,Speakers,PRD035954,49665,3.2,2025-12-18
11401,Anker Soundcore Life Q1,245,Headphones,PRD011401,34526,3.1,2024-09-23
32933,Sega Genesis Mini,215,Gaming Consoles,PRD032933,44935,3.4,2025-07-18
6858,ASUS VivoBook 13 AMD Ryzen 7,857,Laptops,PRD006858,3762,4.9,2024-01-01
36574,Seagate 4TB External Hard Drive,476,Computer Accessories,PRD036574,29697,3.5,2025-12-27
3656,Nokia 14 Dual SIM,823,Mobile Phones,PRD003656,9701,3.1,2025-01-03
20862,Huawei Watch GT 6,244,Smartwatches,PRD020862,10020,4.5,2024-12-16
14955,Huawei MatePad 4 Pro,349,Tablets,PRD014955,33885,3.4,2025-05-13
9699,Surface Laptop 13,761,Laptops,PRD009699,5035,3.7,2025-09-23
33742,Bose SoundLink 3 Speaker,436,Speakers,PRD033742,3017,4.2,2024-09-28
3657,iPhone 11 512GB,358,Mobile Phones,PRD003657,47704,3.1,2024-04-28
6518,LG Gram 2 Ultra-Lightweight,806,Laptops,PRD006518,38880,3.4,2024-10-18
39335,Logitech MX Master 1 Mouse,758,Computer Accessories,PRD039335,8116,4.5,2025-05-11
38299,Belkin USB-C Hub 12,411,Computer Accessories,PRD038299,19622,4.7,2025-07-14
4526,Motorola Moto G5,655,Mobile Phones,PRD004526,35839,3.3,2024-08-04
13400,Microsoft Surface Go 11,428,Tablets,PRD013400,15001,4.6,2024-10-29
25781,LG 11 Inch OLED TV,174,TVs,PRD025781,43476,3.7,2025-12-03
11027,Apple AirPods 8,532,Headphones,PRD011027,17835,4.0,2025-02-19
19260,Garmin Forerunner 9,625,Smartwatches,PRD019260,18891,4.5,2024-05-24
18245,Xiaomi Mi Watch,506,Smartwatches,PRD018245,20148,5.0,2024-06-20
15618,Xiaomi Pad 12,781,Tablets,PRD015618,23088,4.4,2024-11-18
27245,Philips 6 Inch Ambilight TV,321,TVs,PRD027245,21439,3.5,2025-07-20
22651,Sony Alpha 7 Mirrorless,112,Cameras,PRD022651,44071,4.7,2024-06-13
10234,Dell Inspiron 13 Intel Core i9,462,Laptops,PRD010234,15368,3.2,2025-03-29
11782,Beats Studio 2,118,Headphones,PRD011782,21377,4.2,2025-12-05
13134,Anker Soundcore Life Q5,188,Headphones,PRD013134,20095,3.7,2025-01-13
31991,Xbox Series 9,732,Gaming Consoles,PRD031991,15301,4.1,2024-05-07
30918,Xbox Series 7,621,Gaming Consoles,PRD030918,34714,4.4,2025-07-05
19763,Amazfit GTR 5 Pro,440,Smartwatches,PRD019763,45234,4.9,2024-02-03
26824,Toshiba 9 Inch Smart TV,923,TVs,PRD026824,35457,4.9,2024-09-25
18167,Fossil Gen 11 Smartwatch,364,Smartwatches,PRD018167,16251,4.1,2025-09-08
3596,Xiaomi Redmi 12 64GB,202,Mobile Phones,PRD003596,44600,3.3,2024-03-22
24870,Olympus OM-D E-M2,910,Cameras,PRD024870,4021,4.9,2024-05-29
38886,Seagate 4TB External Hard Drive,662,Computer Accessories,PRD038886,47635,5.0,2024-03-25
5797,HP Pavilion 11 AMD Ryzen 7,382,Laptops,PRD005797,24780,4.5,2024-01-19
32160,Retro Gaming Console 8,927,Gaming Consoles,PRD032160,12760,3.5,2024-03-23
21872,Amazfit GTR 7 Pro,290,Smartwatches,PRD021872,27292,3.1,2025-07-14
39115,Dell UltraSharp 5inch Monitor,452,Computer Accessories,PRD039115,33054,3.4,2024-10-13
17761,Samsung Galaxy Watch4,824,Smartwatches,PRD017761,39537,4.3,2024-05-05
17741,Xiaomi Mi Watch,730,Smartwatches,PRD017741,44883,3.6,2025-03-30
33852,JBL Flip 1 Bluetooth Speaker,727,Speakers,PRD033852,48077,3.8,2025-06-12
38512,Razer BlackWidow 12 Keyboard,451,Computer Accessories,PRD038512,41612,3.5,2025-02-20
9724,HP Pavilion 9 AMD Ryzen 7,804,Laptops,PRD009724,43070,3.3,2024-06-13
15685,Amazon Fire HD 15 Tablet,301,Tablets,PRD015685,30646,3.1,2025-08-27
38385,HP LaserJet Pro M1 Printer,142,Computer Accessories,PRD038385,10811,3.4,2024-12-24
20417,Samsung Galaxy Watch4,804,Smartwatches,PRD020417,14600,3.1,2025-01-18
6537,Dell Inspiron 9 Intel Core i7,233,Laptops,PRD006537,22049,4.6,2025-09-05
14249,Nokia T3 Tablet,141,Tablets,PRD014249,3143,3.2,2024-08-16
39028,Logitech MX Master 1 Mouse,698,Computer Accessories,PRD039028,2595,4.6,2024-07-03
1600,Huawei P1 Pro,877,Mobile Phones,PRD001600,43087,3.8,2025-02-20
19471,Amazfit GTR 7 Pro,286,Smartwatches,PRD019471,23113,4.7,2024-05-23
8504,Lenovo ThinkPad 5 Intel i5,170,Laptops,PRD008504,6380,3.8,2024-11-02
34281,Anker Soundcore 14,624,Speakers,PRD034281,40012,4.3,2024-07-26
24604,Panasonic Lumix GH7,450,Cameras,PRD024604,16798,3.7,2025-02-17
21449,Fitbit Versa 10,380,Smartwatches,PRD021449,46707,4.6,2024-06-16
23193,Sony Alpha 4 Mirrorless,545,Cameras,PRD023193,49411,4.1,2025-06-03
15319,iPad A32 128GB WiFi,465,Tablets,PRD015319,25755,4.2,2025-10-07
11384,Samsung Galaxy Buds14,417,Headphones,PRD011384,13890,4.1,2025-07-06
1184,OPPO Reno1,732,Mobile Phones,PRD001184,4494,3.5,2024-01-31
5352,Surface Laptop 8,827,Laptops,PRD005352,22226,3.7,2025-07-22
23448,Nikon COOLPIX P6,357,Cameras,PRD023448,32619,3.9,2025-10-13
15093,Lenovo Tab M12 32GB,840,Tablets,PRD015093,8812,4.0,2025-07-09
25655,Philips 3 Inch Ambilight TV,862,TVs,PRD025655,20115,4.9,2025-06-07
34436,Ultimate Ears BOOM 4,120,Speakers,PRD034436,28811,3.2,2024-11-22
36230,Amazon Echo 10th Gen,593,Speakers,PRD036230,11688,3.5,2024-02-29
38322,Corsair K13 RGB Keyboard,972,Computer Accessories,PRD038322,12464,3.9,2024-05-11
34861,Ultimate Ears BOOM 8,347,Speakers,PRD034861,4800,4.5,2024-11-23
3427,Nokia 1 Dual SIM,178,Mobile Phones,PRD003427,21413,3.7,2025-08-03
24010,Olympus OM-D E-M6,404,Cameras,PRD024010,24783,3.5,2025-04-12
36879,SanDisk Ultra 13GB USB,148,Computer Accessories,PRD036879,14572,4.2,2024-05-18
31990,Xbox Series 11,541,Gaming Consoles,PRD031990,9065,3.3,2024-04-10
37339,Corsair K6 RGB Keyboard,671,Computer Accessories,PRD037339,42532,4.6,2025-02-16
22307,Sony Alpha 5 Mirrorless,664,Cameras,PRD022307,39354,4.0,2025-04-08
37760,HP LaserJet Pro M8 Printer,768,Computer Accessories,PRD037760,29000,3.6,2024-07-11
25445,Sony Alpha 6 Mirrorless,986,Cameras,PRD025445,25614,4.9,2025-09-15
33765,JBL Flip 13 Bluetooth Speaker,255,Speakers,PRD033765,7600,4.7,2024-04-10
6385,Acer Aspire 17 Intel Core i9,859,Laptops,PRD006385,46404,3.9,2025-02-22
34599,Sonos One (Gen 4),952,Speakers,PRD034599,39300,4.3,2025-02-27
21702,Apple Watch Series 10 GPS,645,Smartwatches,PRD021702,38970,4.6,2024-06-30
3652,Huawei P2 Pro,926,Mobile Phones,PRD003652,39599,3.5,2025-01-09
7017,MacBook 9 M5 chip,154,Laptops,PRD007017,13980,4.7,2024-02-09
24814,Panasonic Lumix GH14,477,Cameras,PRD024814,34710,3.4,2024-11-03
36188,Anker Soundcore 5,667,Speakers,PRD036188,13765,4.1,2024-03-03
36642,SanDisk Ultra 10GB USB,393,Computer Accessories,PRD036642,16820,3.2,2025-12-29
19669,TicWatch Pro 2,887,Smartwatches,PRD019669,34686,3.1,2024-05-04
9530,HP Pavilion 17 AMD Ryzen 3,987,Laptops,PRD009530,32517,4.7,2024-08-04
7473,Lenovo ThinkPad 9 Intel i5,547,Laptops,PRD007473,17998,4.7,2024-05-10
25413,Panasonic Lumix GH6,959,Cameras,PRD025413,47437,3.1,2025-07-20
1113,Xiaomi Redmi 14 1TBGB,217,Mobile Phones,PRD001113,36970,4.9,2024-09-11
26377,Samsung 3 Inch 4K Smart TV,207,TVs,PRD026377,49607,4.7,2025-11-03
1472,OnePlus A12 32GB,800,Mobile Phones,PRD001472,18384,4.8,2024-06-02
24339,Sony Alpha 12 Mirrorless,208,Cameras,PRD024339,30319,4.0,2024-04-06
34337,Anker Soundcore 2,318,Speakers,PRD034337,1688,3.5,2024-08-26
39130,Logitech MX Master 10 Mouse,980,Computer Accessories,PRD039130,18905,4.2,2024-06-11
34421,Sony SRS-XB14 Wireless,559,Speakers,PRD034421,3380,4.8,2025-10-11
24807,Canon EOS 8 Digital Camera,112,Cameras,PRD024807,25963,3.9,2025-06-25
35909,Sony SRS-XB3 Wireless,241,Speakers,PRD035909,11189,3.1,2025-04-30
13478,Lenovo Tab M11 256GB,272,Tablets,PRD013478,16931,3.0,2025-02-18
34129,Ultimate Ears BOOM 1,748,Speakers,PRD034129,44463,4.9,2025-05-13
11357,Anker Soundcore Life Q14,322,Headphones,PRD011357,639,4.1,2025-03-19
11119,JBL Tune 9 Wireless,761,Headphones,PRD011119,39128,3.6,2024-05-24
21511,Samsung Galaxy Watch13,853,Smartwatches,PRD021511,1403,3.2,2025-12-30
1848,iPhone 11 128GB,339,Mobile Phones,PRD001848,2815,4.3,2024-07-19
6049,LG Gram 15 Ultra-Lightweight,499,Laptops,PRD006049,13013,3.0,2024-04-23
12820,Bose QuietComfort 14 Noise Cancelling,830,Headphones,PRD012820,31613,4.1,2024-12-22
37726,SanDisk Ultra 1GB USB,142,Computer Accessories,PRD037726,21001,3.4,2025-10-03
34029,Harman Kardon Onyx 3,492,Speakers,PRD034029,40183,4.6,2025-04-30
16819,Samsung Galaxy Tab X10 256GB,765,Tablets,PRD016819,46651,4.6,2024-03-16
4773,Motorola Moto G15,256,Mobile Phones,PRD004773,5522,4.1,2024-11-23
20141,Fitbit Versa 10,374,Smartwatches,PRD020141,36257,4.8,2025-06-05
36105,Bose SoundLink 12 Speaker,368,Speakers,PRD036105,13607,5.0,2024-11-13
6367,ASUS VivoBook 5 AMD Ryzen 5,475,Laptops,PRD006367,5013,4.0,2025-06-22
39218,Razer BlackWidow 1 Keyboard,821,Computer Accessories,PRD039218,43186,3.8,2025-08-19
20919,Samsung Galaxy Watch2,140,Smartwatches,PRD020919,25715,3.7,2025-06-22
3025,Samsung Galaxy X10 256GB,231,Mobile Phones,PRD003025,41708,3.8,2025-07-07
17519,TCL TAB 14 WiFi,145,Tablets,PRD017519,11394,3.4,2025-06-22
15735,Microsoft Surface Go 10,999,Tablets,PRD015735,38017,3.8,2024-01-18
24140,GoPro HERO15,776,Cameras,PRD024140,7563,4.6,2025-06-12
19083,OPPO Watch 10 mm,192,Smartwatches,PRD019083,12308,4.4,2024-08-29
21320,Xiaomi Mi Watch,458,Smartwatches,PRD021320,15758,4.4,2024-04-22
29095,Panasonic 12 Inch LED TV,432,TVs,PRD029095,36665,3.1,2025-10-26
13937,Nokia T10 Tablet,530,Tablets,PRD013937,32498,4.5,2025-06-06
8116,Surface Laptop 9,755,Laptops,PRD008116,44610,4.7,2024-12-03
36589,SanDisk Ultra 15GB USB,307,Computer Accessories,PRD036589,4792,3.4,2024-12-28
9102,LG Gram 9 Ultra-Lightweight,893,Laptops,PRD009102,25,4.1,2025-06-30
15430,Samsung Galaxy Tab A12 128GB,710,Tablets,PRD015430,41449,4.5,2025-01-05
19968,OPPO Watch 5 mm,465,Smartwatches,PRD019968,32472,4.9,2024-05-09
30020,PlayStation 13 Console,870,Gaming Consoles,PRD030020,34884,4.1,2024-11-19
7558,Lenovo ThinkPad 7 Intel i3,511,Laptops,PRD007558,36039,4.2,2025-03-12
34006,Sony SRS-XB14 Wireless,556,Speakers,PRD034006,20629,3.9,2025-01-21
29390,Hisense 11 Inch 4K UHD,711,TVs,PRD029390,21405,4.1,2025-02-16
38987,Corsair K2 RGB Keyboard,473,Computer Accessories,PRD038987,3708,4.8,2025-03-21
21381,Samsung Galaxy Watch6,151,Smartwatches,PRD021381,44341,4.7,2025-04-22
32184,Xbox Series 7,370,Gaming Consoles,PRD032184,38294,4.2,2025-06-07
31902,Valve Steam Deck,370,Gaming Consoles,PRD031902,49553,4.3,2025-04-20
7566,Lenovo ThinkPad 17 Intel i7,215,Laptops,PRD007566,515,3.0,2025-01-01
39546,Seagate 1TB External Hard Drive,485,Computer Accessories,PRD039546,46246,3.5,2025-06-06
26201,Philips 9 Inch Ambilight TV,586,TVs,PRD026201,33133,4.8,2024-01-14
12106,Apple AirPods 9,880,Headphones,PRD012106,42590,3.2,2025-03-08
12480,Bose QuietComfort 1 Noise Cancelling,320,Headphones,PRD012480,31488,4.5,2025-12-16
29061,Sony BRAVIA 7 Inch LED,844,TVs,PRD029061,47268,4.7,2025-04-26
1425,Huawei P2 Pro,282,Mobile Phones,PRD001425,35219,3.8,2025-08-23
15751,Amazon Fire HD 2 Tablet,316,Tablets,PRD015751,34324,3.9,2024-01-30
35572,Harman Kardon Onyx 4,508,Speakers,PRD035572,13590,4.2,2025-02-14
31649,Valve Steam Deck,568,Gaming Consoles,PRD031649,45958,3.8,2025-06-12
31939,Retro Gaming Console 8,670,Gaming Consoles,PRD031939,44228,4.7,2024-06-14
22652,Nikon D12 DSLR,694,Cameras,PRD022652,22201,4.4,2024-05-07
16133,iPad X20 64GB WiFi,165,Tablets,PRD016133,40007,3.0,2025-02-11
24787,Fujifilm X-T5 Camera,781,Cameras,PRD024787,40108,3.6,2024-03-01
5693,Lenovo ThinkPad 9 Intel i9,162,Laptops,PRD005693,11371,3.1,2024-01-21
30278,Xbox Series 13,735,Gaming Consoles,PRD030278,26175,4.7,2025-06-04
6316,LG Gram 13 Ultra-Lightweight,173,Laptops,PRD006316,41244,3.8,2025-04-20
36352,Amazon Echo 15th Gen,862,Speakers,PRD036352,36627,4.5,2024-06-17
19915,Apple Watch Series 1 GPS,167,Smartwatches,PRD019915,15906,3.4,2025-06-19
21748,Garmin Forerunner 5,513,Smartwatches,PRD021748,22043,4.0,2024-12-23
21762,Samsung Galaxy Watch7,746,Smartwatches,PRD021762,32208,3.2,2025-11-22
28086,Sharp AQUOS 3 Inch,552,TVs,PRD028086,35378,4.7,2025-02-01
36336,JBL Flip 7 Bluetooth Speaker,863,Speakers,PRD036336,13820,3.3,2024-08-18
17490,Amazon Fire HD 6 Tablet,844,Tablets,PRD017490,44987,3.2,2024-07-12
30699,Steam Deck 13GB,114,Gaming Consoles,PRD030699,28488,4.8,2024-03-24
8015,ASUS VivoBook 9 AMD Ryzen 7,753,Laptops,PRD008015,16486,4.8,2024-10-17
5111,Realme 9 Pro,406,Mobile Phones,PRD005111,17225,4.9,2025-09-21
31203,Sega Genesis Mini,419,Gaming Consoles,PRD031203,7734,3.5,2024-07-07
27044,LG 14 Inch OLED TV,356,TVs,PRD027044,8111,4.2,2024-12-12
22744,Panasonic Lumix GH2,827,Cameras,PRD022744,47482,3.5,2025-12-05
15225,Microsoft Surface Go 10,558,Tablets,PRD015225,39392,4.6,2025-12-27
5799,Acer Aspire 5 Intel Core i3,366,Laptops,PRD005799,45667,4.6,2024-09-19
6235,HP Pavilion 11 AMD Ryzen 9,909,Laptops,PRD006235,22013,5.0,2025-01-01
37121,Seagate 9TB External Hard Drive,287,Computer Accessories,PRD037121,28163,4.0,2024-08-04
14582,Huawei MatePad 14 Pro,382,Tablets,PRD014582,3726,3.5,2024-08-30
4911,Google Pixel 2,367,Mobile Phones,PRD004911,46266,3.7,2025-03-01
35451,Ultimate Ears BOOM 3,853,Speakers,PRD035451,8947,3.8,2025-01-16
10580,Samsung Galaxy Buds4,392,Headphones,PRD010580,8851,4.6,2025-12-29
16156,TCL TAB 10 WiFi,617,Tablets,PRD016156,15043,3.1,2025-06-10
14980,TCL TAB 6 WiFi,184,Tablets,PRD014980,30541,4.8,2024-06-11
27138,TCL 7 Inch QLED Android TV,542,TVs,PRD027138,11585,3.1,2025-10-02
37550,Logitech MX Master 12 Mouse,906,Computer Accessories,PRD037550,10666,4.9,2024-05-04
33361,Amazon Echo 7th Gen,655,Speakers,PRD033361,324,4.3,2025-06-07
9700,Razer Blade 10 Gaming,489,Laptops,PRD009700,47746,4.3,2025-05-18
39277,Belkin USB-C Hub 14,643,Computer Accessories,PRD039277,32944,3.5,2025-04-27
18037,OPPO Watch 2 mm,159,Smartwatches,PRD018037,6444,3.9,2024-03-05
38023,Razer BlackWidow 11 Keyboard,268,Computer Accessories,PRD038023,19236,4.6,2025-03-03
8662,Acer Aspire 17 Intel Core i7,940,Laptops,PRD008662,38369,4.3,2025-12-11
20618,Garmin Forerunner 4,863,Smartwatches,PRD020618,17791,4.9,2024-12-17
23596,DJI Pocket 2 Gimbal Camera,607,Cameras,PRD023596,38153,3.4,2025-06-07
11590,Bose QuietComfort 8 Noise Cancelling,418,Headphones,PRD011590,20938,3.9,2025-04-08
10305,Audio-Technica ATH-M10,811,Headphones,PRD010305,43553,4.7,2025-01-17
33322,Harman Kardon Onyx 4,803,Speakers,PRD033322,44062,4.5,2025-04-26
5251,Realme 12 Pro,742,Mobile Phones,PRD005251,28008,3.1,2025-10-01
14218,Huawei MatePad 1 Pro,695,Tablets,PRD014218,43403,3.5,2025-02-18
8693,ASUS VivoBook 13 AMD Ryzen 7,202,Laptops,PRD008693,206,3.6,2024-03-17
19483,Fitbit Versa 2,421,Smartwatches,PRD019483,29239,4.9,2024-01-05
35041,Bang & Olufsen Beosound 6,401,Speakers,PRD035041,34189,3.4,2025-09-06
30102,Nintendo Switch 11,806,Gaming Consoles,PRD030102,48370,4.2,2025-10-06
29051,Toshiba 11 Inch Smart TV,763,TVs,PRD029051,40150,4.7,2025-09-03
17002,Microsoft Surface Go 1,836,Tablets,PRD017002,48957,4.0,2025-12-16
18659,Fossil Gen 8 Smartwatch,508,Smartwatches,PRD018659,1603,4.9,2025-03-16
24342,GoPro HERO8,356,Cameras,PRD024342,27619,3.2,2025-12-12
14522,TCL TAB 12 WiFi,861,Tablets,PRD014522,41486,4.8,2024-09-30
39530,Corsair K11 RGB Keyboard,644,Computer Accessories,PRD039530,5658,3.1,2025-11-27
21688,Samsung Galaxy Watch14,151,Smartwatches,PRD021688,34395,4.9,2025-10-03
29979,Nintendo Switch 15,615,Gaming Consoles,PRD029979,48700,3.3,2025-09-30
36078,Bang & Olufsen Beosound 5,173,Speakers,PRD036078,4010,4.9,2025-06-21
10901,Bose QuietComfort 4 Noise Cancelling,247,Headphones,PRD010901,17957,4.4,2024-02-22
19516,Samsung Galaxy Watch4,674,Smartwatches,PRD019516,16398,3.7,2024-11-24
27892,Sony BRAVIA 6 Inch LED,889,TVs,PRD027892,37008,3.9,2025-04-19
35489,Amazon Echo 1th Gen,382,Speakers,PRD035489,10544,4.3,2024-08-23
29006,Samsung 13 Inch 4K Smart TV,181,TVs,PRD029006,1508,4.6,2025-07-31
25959,LG 6 Inch OLED TV,215,TVs,PRD025959,36706,4.7,2025-06-20
9490,LG Gram 2 Ultra-Lightweight,472,Laptops,PRD009490,22643,4.8,2024-02-26
11757,Bose QuietComfort 14 Noise Cancelling,813,Headphones,PRD011757,34215,4.5,2024-04-05
39199,Belkin USB-C Hub 14,539,Computer Accessories,PRD039199,40106,4.0,2024-04-05
10054,LG Gram 9 Ultra-Lightweight,439,Laptops,PRD010054,47372,3.3,2024-07-18
11041,Beats Studio 8,952,Headphones,PRD011041,24420,4.7,2025-11-07
30400,Xbox Series 11,491,Gaming Consoles,PRD030400,49735,3.3,2025-11-12
24819,Fujifilm X-T2 Camera,496,Cameras,PRD024819,17210,4.7,2025-10-23
29283,Xiaomi Mi TV 12 Inch,844,TVs,PRD029283,20119,3.3,2025-03-10
21551,Amazfit GTR 13 Pro,335,Smartwatches,PRD021551,22393,4.1,2024-03-03
7995,MSI Gaming Laptop GF1,379,Laptops,PRD007995,4603,3.6,2024-10-18
9830,Surface Laptop 5,749,Laptops,PRD009830,2192,3.3,2025-10-16
5132,Huawei P4 Pro,917,Mobile Phones,PRD005132,40555,3.1,2025-12-24
5622,HP Pavilion 9 AMD Ryzen 5,704,Laptops,PRD005622,21400,3.6,2024-05-30
16752,iPad A12 64GB WiFi,355,Tablets,PRD016752,44838,4.6,2024-04-17
17950,TicWatch Pro 1,348,Smartwatches,PRD017950,16841,4.3,2024-04-21
14494,Samsung Galaxy Tab 11 256GB,727,Tablets,PRD014494,9973,4.3,2025-09-03
32413,Steam Deck 6GB,977,Gaming Consoles,PRD032413,33585,3.6,2025-09-16
35641,Bang & Olufsen Beosound 4,186,Speakers,PRD035641,36905,4.3,2024-06-11
6381,HP Pavilion 13 AMD Ryzen 7,471,Laptops,PRD006381,12840,4.7,2025-10-28
6315,Acer Aspire 17 Intel Core i9,862,Laptops,PRD006315,11310,4.5,2025-02-26
22842,Fujifilm X-T15 Camera,122,Cameras,PRD022842,15664,4.0,2024-08-29
29222,LG 5 Inch OLED TV,215,TVs,PRD029222,34731,4.1,2025-10-05
13495,TCL TAB 3 WiFi,213,Tablets,PRD013495,9380,3.9,2024-04-23
35625,Harman Kardon Onyx 6,815,Speakers,PRD035625,36025,3.5,2024-12-23
38175,HP LaserJet Pro M12 Printer,431,Computer Accessories,PRD038175,22213,3.7,2025-03-07
14257,Amazon Fire HD 1 Tablet,374,Tablets,PRD014257,12518,3.4,2024-08-21
34939,Ultimate Ears BOOM 13,560,Speakers,PRD034939,27058,4.6,2024-06-18
32263,Steam Deck 1GB,717,Gaming Consoles,PRD032263,17663,3.5,2025-02-27
12289,Bose QuietComfort 8 Noise Cancelling,240,Headphones,PRD012289,5162,4.5,2024-03-10
30093,Nintendo Switch Lite,172,Gaming Consoles,PRD030093,6181,3.6,2024-04-12
10431,Sony WH-2 Wireless Headphones,101,Headphones,PRD010431,44580,4.8,2024-03-22
16827,Amazon Fire HD 3 Tablet,532,Tablets,PRD016827,42039,4.2,2024-03-20
16782,iPad A52 1TBGB WiFi,746,Tablets,PRD016782,15365,4.9,2025-04-29
25644,TCL 12 Inch QLED Android TV,325,TVs,PRD025644,20945,3.5,2025-10-30
19179,Fitbit Versa 11,236,Smartwatches,PRD019179,27630,3.9,2025-01-24
7834,Lenovo ThinkPad 9 Intel i5,425,Laptops,PRD007834,45833,3.5,2025-05-11
18441,Fitbit Versa 11,734,Smartwatches,PRD018441,10020,4.0,2025-02-20
11156,Jabra Elite 2,681,Headphones,PRD011156,29828,3.5,2025-06-09
8687,MacBook 7 M7 chip,186,Laptops,PRD008687,14604,3.9,2024-08-28
3629,OnePlus A32 64GB,671,Mobile Phones,PRD003629,35876,4.3,2024-11-16
8699,Lenovo ThinkPad 3 Intel i3,256,Laptops,PRD008699,18892,4.9,2025-12-15
33424,Ultimate Ears BOOM 6,999,Speakers,PRD033424,38913,3.2,2025-03-07
5816,Lenovo ThinkPad 3 Intel i3,980,Laptops,PRD005816,26342,3.8,2025-04-20
21272,Xiaomi Mi Watch,329,Smartwatches,PRD021272,28587,3.8,2025-02-23
31001,Sega Genesis Mini,213,Gaming Consoles,PRD031001,11108,3.4,2025-03-24
37486,HP LaserJet Pro M7 Printer,618,Computer Accessories,PRD037486,15626,4.2,2025-03-25
25234,Sony Alpha 3 Mirrorless,204,Cameras,PRD025234,18134,4.2,2025-03-12
29696,TCL 3 Inch QLED Android TV,659,TVs,PRD029696,14278,4.6,2024-03-21
17829,OPPO Watch 9 mm,635,Smartwatches,PRD017829,44456,4.9,2025-12-30
36791,Razer BlackWidow 12 Keyboard,150,Computer Accessories,PRD036791,10886,3.7,2025-12-03
22184,TicWatch Pro 6,741,Smartwatches,PRD022184,27911,3.6,2025-05-02
27468,Xiaomi Mi TV 7 Inch,290,TVs,PRD027468,13284,3.5,2024-08-26
3543,Samsung Galaxy 13 512GB,400,Mobile Phones,PRD003543,426,4.2,2024-11-27
22007,Garmin Forerunner 14,727,Smartwatches,PRD022007,3640,4.4,2025-01-03
29874,Xiaomi Mi TV 5 Inch,391,TVs,PRD029874,46277,4.2,2025-04-28
38105,TP-Link Archer 7 WiFi Router,553,Computer Accessories,PRD038105,7604,4.1,2025-08-15
11467,Anker Soundcore Life Q10,666,Headphones,PRD011467,32758,3.4,2025-04-01
28623,Sony BRAVIA 4 Inch LED,894,TVs,PRD028623,19880,4.8,2025-02-13
37772,HP LaserJet Pro M1 Printer,197,Computer Accessories,PRD037772,47394,4.6,2024-08-31
37009,HP LaserJet Pro M13 Printer,172,Computer Accessories,PRD037009,13064,3.3,2025-09-20
17668,Fitbit Versa 4,789,Smartwatches,PRD017668,290,3.9,2024-08-05
29461,Toshiba 7 Inch Smart TV,461,TVs,PRD029461,19512,4.0,2025-10-20
1998,iPhone A32 64GB,663,Mobile Phones,PRD001998,26326,4.0,2024-02-27
26591,Sony BRAVIA 13 Inch LED,866,TVs,PRD026591,41582,4.2,2025-07-27
22404,Panasonic Lumix GH4,479,Cameras,PRD022404,17635,3.7,2025-07-10
24492,Nikon D1 DSLR,159,Cameras,PRD024492,49017,3.1,2025-12-19
8361,Lenovo ThinkPad 7 Intel i7,471,Laptops,PRD008361,20860,3.6,2025-03-09
36873,TP-Link Archer 11 WiFi Router,914,Computer Accessories,PRD036873,11026,4.8,2025-01-10
31157,Xbox One 2 Edition,494,Gaming Consoles,PRD031157,38133,3.2,2025-12-20
31848,PlayStation 1 Slim,515,Gaming Consoles,PRD031848,5365,3.4,2025-02-28
18384,Xiaomi Mi Watch,737,Smartwatches,PRD018384,27449,4.7,2024-09-11
5768,MacBook 15 M5 chip,844,Laptops,PRD005768,8027,3.7,2024-03-24
5281,iPhone A12 64GB,193,Mobile Phones,PRD005281,10561,4.6,2024-12-17
32885,Steam Deck 1GB,629,Gaming Consoles,PRD032885,8931,3.7,2024-08-03
5533,Lenovo ThinkPad 9 Intel i5,428,Laptops,PRD005533,49260,4.1,2024-08-30
17686,TicWatch Pro 3,718,Smartwatches,PRD017686,11971,3.8,2024-08-15
20491,Fossil Gen 8 Smartwatch,852,Smartwatches,PRD020491,18444,4.4,2025-01-30
13942,Lenovo Tab M11 512GB,587,Tablets,PRD013942,47433,4.9,2025-07-17
28741,Xiaomi Mi TV 15 Inch,293,TVs,PRD028741,15982,3.1,2025-07-28
29426,Hisense 14 Inch 4K UHD,771,TVs,PRD029426,25006,4.5,2025-06-17
10748,Audio-Technica ATH-M8,407,Headphones,PRD010748,46453,4.4,2024-01-24
